,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,chain_break_fraction,energy,num_occurrences
97,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0.0,-685.4839297021331,1
98,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0,-685.3788634165901,1
99,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0.0,-685.0854351768548,1
100,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0.0,-684.8710947046916,1
101,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0.0,-684.486473835429,1
102,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0.0,-683.614649958381,1
103,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0.0,-683.0962744381868,1
104,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0.0,-682.0580262502459,1
105,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0.0,-681.8706948618976,1
106,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0.0,-681.7130190466937,1
107,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0.0,-681.6966818492403,1
108,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0.0,-681.687105696873,1
109,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0.0,-681.4104079857107,1
110,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0.0,-680.9468441529771,2
111,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0.0,-680.5985967410193,1
112,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0.0,-680.4813113552996,1
113,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0.0,-680.4281992623247,1
114,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0.0,-680.2876889816755,2
115,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0.0,-680.2751933361885,2
116,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0.0,-679.8724700468974,1
117,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0.0,-679.849351851155,1
118,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0.0,-679.809660538511,2
119,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0.0,-679.689031296994,1
120,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0.0,-679.6248351932088,1
121,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0.0,-679.0437257299322,1
122,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0.0,-678.6761137261335,1
123,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0.0,-678.5589195185727,2
124,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0.0,-678.3567663735846,1
125,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0.0,-678.2989132578361,1
126,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0.0,-678.2989132578364,1
127,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0.0,-678.2894641666753,2
128,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0.0,-678.1879989651998,1
129,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0.0,-678.1324649566557,1
130,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0.0,-677.8707420213259,2
131,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0.0,-677.6884323103079,2
132,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0.0,-677.4640283992843,1
133,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0.0,-677.2554175569294,1
134,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0.0,-677.0931078459114,1
135,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0.0,-676.908299183857,1
136,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0.0,-676.8943897348797,1
137,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0.0,-676.3901778616305,1
138,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0.0,-676.3873162417788,1
139,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0.0,-675.988651644607,1
140,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0,-675.6724116767073,1
141,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0.0,-675.636638619457,3
142,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0.0,-675.536484137776,1
143,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0.0,-675.51600937794,1
144,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0.0,-675.1928450218152,1
145,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0.0,-675.0972872325906,3
146,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0.0,-674.9181096565273,1
147,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0.0,-674.5222163137826,1
148,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0.0,-674.4659421496966,1
149,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0.0,-674.2786107613483,1
150,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0.0,-674.1976838700664,1
151,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0.0,-674.1439228290549,1
152,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0.0,-674.1390281769773,1
153,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0.0,-674.0934941684332,1
154,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0.0,-673.9616131180369,2
155,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0.0,-673.7687926987755,1
156,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0.0,-673.7661468692057,1
157,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0.0,-673.7248715315061,1
158,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0.0,-673.6349105938855,2
159,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,-673.3686695014051,1
160,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0.0,-673.0490317097665,1
161,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0.0,-672.9656894207737,2
162,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0.0,-672.2383091394754,1
163,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0.0,-672.1928301938499,1
164,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0.0,-672.1418656512838,1
165,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0.0,-672.0764556418633,1
166,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0.0,-672.0413502939407,1
167,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0.0,-671.9784897216869,1
168,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0.0,-671.7464772291298,1
169,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0.0,-671.4611311774668,1
170,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0.0,-671.2340133369871,1
171,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0.0,-671.1222882057705,3
172,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0.0,-670.5861999157698,1
173,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0.0,-670.3954838414647,1
174,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0.0,-670.3779105548002,1
175,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0.0,-670.2925673697539,1
176,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0.0,-669.9576236786133,3
177,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0,-669.9326423298146,1
178,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0.0,-669.9080914016147,1
179,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0.0,-669.5824068516124,1
180,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0.0,-669.3885247467226,1
181,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0.0,-669.1437794016961,1
182,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0.0,-669.1238232770647,1
183,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0.0,-669.0209068053539,1
184,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0.0,-668.837549413535,1
185,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0.0,-668.7162053356963,2
186,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,-668.7095614895318,1
187,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0.0,-668.3496364495923,4
188,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0.0,-668.2992077889705,2
189,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0.0,-668.2501295532103,1
190,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0.0,-668.1757554353151,1
191,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0.0,-667.7059917580145,1
192,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0.0,-667.6443112885136,2
193,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0.0,-666.9501758590262,1
194,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0.0,-666.8061289507389,1
195,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0.0,-666.5657481774829,1
196,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0.0,-666.0876875803784,2
197,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0.0,-665.7167670270055,1
198,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0.0,-665.4952061894032,1
199,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0.0,-665.4903115373259,1
200,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0.0,-665.2231230705167,1
201,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0.0,-664.3356470101687,1
202,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0.0,-664.2235456250035,1
203,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.0,-663.9122003091811,1
204,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,-663.7110817328607,1
205,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0.0,-663.5686334510413,1
206,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0.0,-663.5318027332514,1
207,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0.0,-663.4743401463297,1
208,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0.0,-663.3188873585826,1
209,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0.0,-663.1272257393575,1
210,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0,-662.6405397447813,1
211,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0.0,-662.2176602953323,1
212,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0.0,-662.1421262867882,2
213,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0.0,-662.0323346200689,1
214,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,-661.6993537072892,1
215,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0.0,-661.6445875380723,1
216,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0.0,-661.5081461293025,1
217,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0.0,-661.2041522822942,1
218,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0.0,-661.1471183072529,1
219,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0.0,-661.0403985147129,1
220,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0.0,-660.7255687077466,1
221,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0.0,-660.7255248323779,1
222,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0.0,-660.6963348846111,1
223,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0.0,-660.6049394662296,1
224,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0.0,-660.2973974712361,1
225,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0.0,-660.2960608024531,1
226,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0.0,-660.1767682297191,1
227,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0.0,-659.6257928965315,1
228,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0.0,-659.4719557662753,1
229,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0.0,-659.3499778864648,1
230,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0.0,-659.2630596470894,1
231,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,-659.1169579113057,1
232,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0.0,-658.6515310187601,1
233,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0.0,-658.5020929119405,1
234,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0.0,-658.4153070945172,1
235,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0.0,-658.396651401428,1
236,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0.0,-658.2946778530002,1
237,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0.0,-657.3017602821396,1
238,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0.0,-657.2731506618204,1
239,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0,-656.7481115126618,1
240,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0.0,-656.6056836268876,1
241,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0,-656.5705782789653,1
242,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,-656.269357597663,1
243,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0.0,-656.1524433243876,2
244,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0.0,-656.1086126174827,1
245,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0.0,-655.8485450436388,1
246,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0.0,-655.835324951315,1
247,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0.0,-655.8177218239427,1
248,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0.0,-655.7187544019173,2
249,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0.0,-655.5490510877853,1
250,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0.0,-655.1903788817231,1
