,0,1,2,3,4,5,6,7,8,9,10,11,12,13,chain_break_fraction,energy,num_occurrences
161,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0.0,-400.6163388899197,1
162,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0.0,-400.5710087789875,2
163,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0.0,-400.49766868635527,1
164,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0.0,-400.45037953747044,1
165,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0.0,-400.36604757806384,1
166,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0.0,-400.2454183365467,1
167,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0.0,-400.09009266128334,2
168,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0.0,-400.05853032531974,2
169,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0.0,-399.93790108380267,1
170,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0.0,-399.69824344913263,1
171,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0.0,-399.66005604029596,1
172,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0.0,-399.66005604029596,1
173,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0.0,-399.5394267987789,1
174,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0.0,-398.4371425078812,2
175,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0.0,-397.7664166859644,2
176,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0.0,-396.99922717492603,3
177,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0.0,-396.87859793340897,2
178,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0.0,-396.87859793340897,2
179,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0.0,-396.48674872125827,4
180,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0.0,-396.48674872125827,2
181,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0.0,-396.3661194797412,1
182,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0.0,-396.1633359087883,1
183,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0.0,-396.0910566701747,1
184,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0.0,-396.04270666727126,1
185,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0.0,-395.97042742865756,1
186,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0.0,-395.7121332331641,1
187,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0.0,-395.4579489749899,4
188,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0.0,-395.3383553818867,1
189,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0.0,-395.20115789997647,1
190,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0.0,-394.86547709388566,2
191,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0.0,-394.74484785236865,3
192,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0.0,-394.7265852374652,1
193,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0.0,-394.66344166810205,1
194,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0.0,-394.4943980241146,1
195,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0.0,-394.3529986402179,1
196,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0.0,-394.2323693987009,1
197,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0.0,-394.1127758055976,2
198,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0.0,-393.8085229139202,1
199,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0.0,-393.638772425191,1
200,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0.0,-393.23186932014426,1
201,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0.0,-393.140718784989,3
202,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0.0,-393.13008510780315,2
203,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0.0,-392.67469443273006,1
204,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0.0,-392.55406519121306,1
205,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0.0,-392.45935928588636,1
206,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0.0,-391.32848561492403,1
207,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0.0,-391.2936954898242,1
208,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0.0,-391.2936954898242,2
209,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0.0,-390.9147720528136,1
210,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0.0,-390.9147720528136,3
211,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0.0,-390.7941428112965,1
212,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0.0,-390.66058779463935,1
213,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0.0,-390.6605877946394,1
214,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0.0,-390.4022185351816,1
215,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0,-390.18801217695176,1
216,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0.0,-390.1519272233257,2
217,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0.0,-390.06738293543464,1
218,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0.0,-390.06738293543464,1
219,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0.0,-389.9833107072938,1
220,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0.0,-389.7694735683854,1
221,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0.0,-389.7694735683855,2
222,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0,-389.75190007840445,1
223,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0.0,-389.6970368437641,1
224,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0.0,-389.5947854531537,1
225,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0.0,-389.57640760224706,1
226,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0.0,-389.5583035037417,1
227,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0.0,-389.4831997048557,2
228,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0.0,-389.4741562116366,1
229,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0.0,-389.4279566574101,1
230,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0.0,-389.3625704633386,1
231,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0.0,-389.36257046333867,1
232,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0.0,-389.30883053637325,2
233,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0.0,-389.20325518775223,1
234,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0.0,-389.1122791514827,1
235,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0.0,-389.11227915148277,2
236,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0.0,-389.0461127144984,1
237,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0.0,-389.0210535523633,2
238,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0.0,-388.99164990996564,1
239,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0.0,-388.9299070993626,1
240,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0.0,-388.9254834729813,3
241,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0.0,-388.8875776818249,1
242,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0.0,-388.8418033591457,1
243,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0.0,-388.5551373813108,3
244,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0.0,-388.5438939920964,1
245,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0.0,-388.4254315293325,1
246,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0.0,-388.3883085855672,1
247,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0.0,-388.2676793440501,1
248,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0.0,-388.2576201285667,1
249,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0.0,-388.2023770811211,1
250,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0.0,-388.1369908870496,2
251,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0.0,-388.081747839604,2
252,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0.0,-387.88669957519375,1
253,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0.0,-387.8773332523796,1
254,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0.0,-387.8205331382094,1
255,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0.0,-387.7660703336766,2
256,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0.0,-387.69990389669226,2
257,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0.0,-387.16272900927817,3
258,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0.0,-385.60485735483104,1
259,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0.0,-385.6048573548311,1
260,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0.0,-385.3545660429752,2
261,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0.0,-385.3545660429752,1
262,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0.0,-385.25187533024666,2
263,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0.0,-385.19924036771175,1
264,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0.0,-385.13464511070435,1
265,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0.0,-385.13124608872954,1
266,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.0,-385.07861112619474,1
267,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0.0,-385.0786111261947,1
268,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0.0,-384.9748946219751,1
269,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0.0,-384.8809547768737,1
270,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0.0,-384.76032553535657,1
271,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0.0,-384.68862075844544,1
272,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0.0,-384.6305954770596,1
273,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0.0,-384.4624161683074,1
274,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0.0,-384.2236923720128,1
275,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0.0,-383.9056665124406,2
276,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0.0,-383.73905531442034,1
277,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0.0,-383.5944025591821,1
278,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0.0,-383.59372963915683,1
279,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0.0,-383.5453796362535,1
280,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0.0,-383.5347459590676,1
281,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0.0,-383.5343538447624,1
282,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0.0,-383.47310039763977,1
283,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0.0,-383.46304118215636,2
284,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0.0,-382.96062194397206,1
285,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0.0,-382.95056272848865,1
286,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0.0,-382.88439629150423,1
287,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0.0,-382.7757260879398,1
288,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0.0,-382.4496466107845,2
289,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0.0,-382.2475208213508,1
290,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0.0,-380.45451414989617,3
291,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0.0,-380.4184291962701,1
292,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0.0,-380.36223491128254,1
293,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0.0,-380.33388490837905,1
294,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0.0,-380.29779995475303,1
295,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0.0,-380.2416056697655,3
296,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0.0,-380.2416056697655,2
297,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0.0,-380.17753344162463,1
298,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0.0,-379.84975645761483,2
299,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0.0,-379.8360165306493,1
300,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0.0,-379.7291272160977,1
301,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0.0,-379.66505498795686,2
302,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0.0,-379.5463436451448,1
303,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0.0,-379.3787811244272,2
304,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0.0,-379.32164217548694,1
305,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0.0,-379.3126146874428,1
306,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0.0,-379.3126146874428,1
307,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0.0,-379.25815188291006,1
