,0,1,2,3,4,5,6,7,8,9,chain_break_fraction,energy,num_occurrences
140,0,1,0,0,1,1,0,1,0,0,0.0,0.060000000000000005,4
141,0,1,0,1,0,0,0,1,1,0,0.0,0.060000000000000005,2
142,0,0,1,1,0,0,0,1,0,1,0.0,0.060000000000000005,1
143,0,0,0,1,0,0,1,1,1,0,0.0,0.060000000000000005,1
144,0,0,1,1,0,0,1,0,0,1,0.0,0.060000000000000005,4
145,0,0,0,1,0,0,1,1,0,1,0.0,0.060000000000000005,4
146,1,1,0,0,1,1,0,0,0,0,0.0,0.060000000000000005,7
147,0,0,0,1,1,0,1,0,1,0,0.0,0.060000000000000005,6
148,1,1,0,0,0,1,0,0,1,0,0.0,0.060000000000000005,3
149,1,0,0,0,1,1,0,0,1,0,0.0,0.060000000000000005,11
150,1,0,0,0,0,1,1,0,1,0,0.0,0.060000000000000005,8
151,0,0,0,0,1,0,1,1,1,0,0.0,0.060000000000000005,3
152,1,0,0,0,1,1,1,0,0,0,0.0,0.060000000000000005,14
153,0,1,0,0,1,0,0,1,1,0,0.0,0.060000000000000005,2
154,1,0,0,0,0,1,1,0,0,1,0.0,0.060000000000000005,7
155,0,0,0,0,1,1,1,1,0,0,0.0,0.060000000000000005,8
156,0,0,0,0,0,0,1,1,1,1,0.0,0.060000000000000005,2
157,0,0,0,1,0,0,0,1,1,1,0.0,0.060000000000000005,4
158,0,0,0,1,1,0,0,1,1,0,0.0,0.060000000000000005,5
159,1,0,1,0,0,0,1,0,0,1,0.0,0.060000000000000005,3
160,1,0,1,1,0,0,0,0,0,1,0.0,0.060000000000000005,6
161,1,0,0,1,0,0,1,0,0,1,0.0,0.060000000000000005,7
162,0,1,0,0,0,1,0,1,1,0,0.0,0.060000000000000005,3
163,0,0,0,0,1,1,1,0,1,0,0.0,0.060000000000000005,14
164,0,0,0,0,0,1,1,1,1,0,0.0,0.060000000000000005,6
165,0,0,0,0,1,1,0,1,1,0,0.0,0.060000000000000005,6
166,0,1,0,0,1,1,0,0,1,0,0.0,0.060000000000000005,8
167,1,1,0,1,1,0,0,0,1,0,0.0,0.09999999999999999,2
168,0,0,1,1,1,0,1,1,0,0,0.0,0.09999999999999999,1
169,1,0,0,1,1,0,1,0,1,0,0.0,0.09999999999999999,4
170,1,0,0,0,0,1,1,0,1,1,0.0,0.09999999999999999,5
171,1,0,1,1,1,0,1,0,0,0,0.0,0.09999999999999999,12
172,0,1,1,1,1,0,0,1,0,0,0.0,0.09999999999999999,3
173,0,0,0,0,0,1,1,1,1,1,0.0,0.09999999999999999,5
174,1,1,1,1,1,0,0,0,0,0,0.0,0.09999999999999999,7
175,0,0,1,1,0,0,1,1,0,1,0.0,0.09999999999999999,2
176,0,1,0,1,1,0,0,1,1,0,0.0,0.09999999999999999,3
177,1,1,0,0,1,1,0,0,1,0,0.0,0.09999999999999999,6
178,1,0,0,1,0,0,1,0,1,1,0.0,0.09999999999999999,3
179,0,0,0,1,0,0,1,1,1,1,0.0,0.09999999999999999,1
180,1,0,0,0,1,1,1,0,1,0,0.0,0.09999999999999999,15
181,0,0,0,1,1,0,1,1,1,0,0.0,0.09999999999999999,3
182,0,1,0,0,1,1,0,1,1,0,0.0,0.09999999999999999,2
183,0,0,0,0,1,1,1,1,1,0,0.0,0.09999999999999999,6
184,1,0,1,1,0,0,1,0,0,1,0.0,0.09999999999999999,7
185,0,0,1,0,0,1,0,0,0,0,0.0,50.0,1
186,0,0,1,0,0,0,0,0,1,0,0.0,50.0,2
187,0,0,0,1,0,1,0,0,0,0,0.0,50.0,1
188,0,0,0,0,1,0,0,0,0,1,0.0,50.0,2
189,0,0,1,0,1,1,0,0,0,0,0.0,50.019999999999996,2
190,0,0,0,0,1,1,0,0,0,1,0.0,50.019999999999996,2
191,0,0,1,0,0,0,0,0,1,1,0.0,50.019999999999996,1
192,1,0,0,0,0,0,1,1,0,0,0.0,50.019999999999996,1
193,0,0,1,0,0,0,0,1,1,0,0.0,50.019999999999996,1
194,0,0,0,1,1,1,0,0,0,0,0.0,50.019999999999996,1
195,0,1,0,0,0,1,1,0,0,0,0.0,50.019999999999996,1
196,1,0,0,1,0,0,0,1,0,0,0.0,50.019999999999996,1
197,0,0,1,0,1,0,0,0,0,1,0.0,50.02,2
198,1,0,0,0,1,0,0,1,0,0,0.0,50.019999999999996,1
199,1,0,0,0,0,1,0,1,0,0,0.0,50.019999999999996,1
200,1,0,1,0,1,0,0,0,1,0,0.0,50.05,1
201,1,1,0,0,1,0,1,0,0,0,0.0,50.05,1
202,1,0,1,0,0,0,1,0,1,0,0.0,50.05,1
203,1,0,1,1,0,0,0,0,1,0,0.0,50.05,2
204,0,0,0,1,0,1,1,1,0,0,0.0,50.04999999999999,1
205,0,0,1,0,1,1,1,0,0,0,0.0,50.04999999999999,1
206,0,1,0,1,0,1,0,1,0,0,0.0,50.05,1
207,1,0,1,0,0,0,1,1,0,0,0.0,50.05,1
208,1,0,0,0,1,0,0,0,1,1,0.0,50.05,1
209,0,1,0,0,0,1,0,0,1,1,0.0,50.05,2
210,0,0,0,1,0,1,1,0,0,1,0.0,50.04999999999999,1
211,0,0,1,0,0,1,1,1,0,0,0.0,50.04999999999999,1
212,0,1,0,1,1,1,0,0,0,0,0.0,50.05,2
213,0,0,1,1,0,0,0,1,1,0,0.0,50.05,1
214,1,0,0,0,0,1,0,1,0,1,0.0,50.04999999999999,1
215,0,0,0,0,1,1,0,1,0,1,0.0,50.05,1
216,1,0,1,0,1,0,0,1,0,0,0.0,50.05,2
217,0,0,1,1,0,0,1,0,1,0,0.0,50.05,1
218,1,0,0,0,1,1,0,0,0,1,0.0,50.05,2
219,1,0,1,0,0,1,0,0,0,1,0.0,50.05,1
220,1,0,1,0,1,1,0,0,0,0,0.0,50.05,1
221,0,0,1,1,1,0,0,0,1,0,0.0,50.05,1
222,0,1,0,1,0,0,0,1,0,1,0.0,50.05,1
223,0,1,0,0,1,1,1,0,0,0,0.0,50.05,2
224,1,0,0,0,1,0,0,1,1,0,0.0,50.04999999999999,1
225,0,0,1,0,1,0,1,0,1,0,0.0,50.05,1
226,0,0,0,0,1,1,1,0,0,1,0.0,50.05,1
227,1,0,0,1,0,0,1,1,0,0,0.0,50.05,1
228,1,1,0,0,0,1,0,0,0,1,0.0,50.05,5
229,1,1,1,0,0,0,1,0,0,0,0.0,50.05,1
230,1,0,0,1,0,1,1,0,0,0,0.0,50.05,1
231,0,0,1,0,1,0,1,0,0,1,0.0,50.05,1
232,1,0,0,1,1,0,0,1,0,0,0.0,50.05,1
233,1,0,0,1,1,1,0,0,0,0,0.0,50.05,1
234,1,0,1,0,0,1,1,0,0,0,0.0,50.05,2
235,0,0,0,1,1,1,0,1,0,0,0.0,50.04999999999999,1
236,1,0,0,0,0,1,0,1,1,0,0.0,50.04999999999999,1
237,1,1,0,0,0,1,0,1,0,0,0.0,50.05,1
238,0,0,0,0,1,0,1,1,0,1,0.0,50.05,1
239,0,1,1,1,0,0,0,0,1,0,0.0,50.05,2
240,1,1,1,0,0,1,0,0,0,0,0.0,50.05,1
241,1,0,0,0,0,1,1,1,0,0,0.0,50.05,3
242,0,0,0,1,1,0,0,1,0,1,0.0,50.05,1
243,0,1,1,0,1,0,0,0,1,0,0.0,50.05,1
244,1,0,0,0,1,1,0,1,0,0,0.0,50.05,1
245,0,0,0,1,0,1,1,0,1,0,0.0,50.04999999999999,2
246,1,0,0,0,1,0,1,0,0,1,0.0,50.05,2
247,0,1,0,1,1,0,1,1,0,0,0.0,50.08999999999999,2
248,1,1,0,0,0,1,0,0,1,1,0.0,50.089999999999996,2
249,0,1,1,1,0,0,1,1,0,0,0.0,50.08999999999999,2
250,1,1,0,1,1,0,1,0,0,0,0.0,50.089999999999996,1
251,0,0,1,0,0,1,1,1,0,1,0.0,50.08999999999998,2
252,1,1,0,0,1,0,1,0,1,0,0.0,50.08999999999999,1
253,0,0,0,1,0,1,1,1,0,1,0.0,50.08999999999998,1
254,0,0,1,0,1,1,1,1,0,0,0.0,50.08999999999998,1
255,1,0,0,0,1,0,1,1,1,0,0.0,50.08999999999999,1
256,1,0,1,1,0,0,1,1,0,0,0.0,50.089999999999996,1
257,1,1,1,0,1,0,0,0,1,0,0.0,50.089999999999996,1
258,1,0,1,0,1,0,1,1,0,0,0.0,50.089999999999996,2
259,1,1,0,1,1,1,0,0,0,0,0.0,50.089999999999996,1
260,0,0,1,0,0,0,1,1,1,1,0.0,50.08999999999999,1
261,0,0,1,1,1,0,0,1,1,0,0.0,50.089999999999996,1
262,0,0,1,1,1,0,1,0,0,1,0.0,50.089999999999996,1
263,1,1,1,1,0,0,0,1,0,0,0.0,50.089999999999996,2
264,0,0,1,1,1,0,1,0,1,0,0.0,50.089999999999996,2
265,1,0,1,0,0,1,1,0,0,1,0.0,50.08999999999999,1
266,0,0,0,1,0,1,1,0,1,1,0.0,50.08999999999998,1
267,0,0,0,0,1,1,1,1,0,1,0.0,50.089999999999996,1
268,1,0,1,1,1,0,0,1,0,0,0.0,50.089999999999996,1
269,1,0,0,1,1,0,0,0,1,1,0.0,50.089999999999996,1
270,0,0,0,1,0,1,0,1,1,1,0.0,50.08999999999998,1
271,1,1,1,0,1,0,1,0,0,0,0.0,50.089999999999996,2
272,0,0,0,0,1,1,0,1,1,1,0.0,50.089999999999996,1
273,1,1,0,1,1,0,0,1,0,0,0.0,50.089999999999996,3
274,1,1,1,1,0,0,0,0,1,0,0.0,50.089999999999996,1
275,1,0,0,1,0,0,0,1,1,1,0.0,50.08999999999998,2
276,1,0,0,0,1,1,0,1,1,0,0.0,50.08999999999999,1
277,1,1,0,1,0,1,0,0,1,0,0.0,50.08999999999999,1
278,1,0,1,0,1,1,1,0,0,0,0.0,50.08999999999999,4
279,1,0,0,0,1,1,1,0,0,1,0.0,50.089999999999996,1
280,1,0,0,1,0,1,1,0,1,0,0.0,50.08999999999999,1
281,1,0,1,1,1,0,0,0,0,1,0.0,50.09,2
282,0,0,0,0,1,0,1,1,1,1,0.0,50.089999999999996,1
283,1,0,0,0,0,1,1,1,1,0,0.0,50.08999999999999,3
284,1,0,0,1,1,0,1,0,0,1,0.0,50.089999999999996,1
285,1,1,1,0,1,1,0,0,0,0,0.0,50.089999999999996,1
286,1,0,0,0,1,1,1,1,0,0,0.0,50.089999999999996,2
287,0,1,1,0,1,1,0,1,0,0,0.0,50.08999999999999,1
288,0,1,1,1,0,0,0,1,1,0,0.0,50.089999999999996,1
289,1,0,0,1,0,0,1,1,0,1,0.0,50.08999999999999,1
290,0,1,0,1,1,1,0,0,1,0,0.0,50.08999999999999,1
291,1,1,0,1,1,0,1,0,1,0,0.0,50.139999999999986,1
292,1,0,0,0,1,1,1,0,1,1,0.0,50.13999999999999,1
293,1,0,0,0,0,1,1,1,1,1,0.0,50.13999999999998,2
294,0,1,1,1,1,0,1,1,0,0,0.0,50.139999999999986,1
295,1,1,1,1,1,0,0,0,1,0,0.0,50.13999999999999,2
296,1,0,1,1,1,0,1,1,0,0,0.0,50.13999999999999,1
297,1,0,0,1,0,1,1,0,1,1,0.0,50.13999999999998,2
298,1,0,1,1,0,0,1,0,1,1,0.0,50.139999999999986,2
299,0,0,0,0,1,1,1,1,1,1,0.0,50.13999999999999,2
300,1,0,0,1,1,0,1,0,1,1,0.0,50.13999999999999,2
301,0,0,1,1,0,0,1,1,1,1,0.0,50.139999999999986,1
302,1,0,1,1,1,0,1,0,0,1,0.0,50.14,1
303,0,1,0,0,1,1,1,1,1,0,0.0,50.13999999999998,1
304,1,0,1,1,0,1,0,0,0,0,0.0,100.03999999999999,1
305,1,1,0,0,0,0,1,1,0,0,0.0,100.04000000000002,1
306,1,0,1,0,0,1,1,0,1,0,0.0,100.08000000000001,1
307,1,0,0,1,1,1,0,1,0,0,0.0,100.08000000000001,1
308,1,1,0,1,0,0,0,1,1,1,0.0,100.13000000000001,1
309,1,0,1,0,0,0,1,1,1,1,0.0,100.13000000000004,1
310,1,0,1,1,1,0,0,0,1,1,0.0,100.13,1
311,1,1,0,0,1,1,1,1,0,0,0.0,100.13000000000002,1
312,1,0,1,1,1,1,1,0,0,0,0.0,100.13000000000002,1
313,1,1,1,1,0,0,1,0,1,0,0.0,100.13,1
314,1,0,0,1,1,1,0,1,1,0,0.0,100.13000000000004,1
315,1,0,0,1,1,0,1,1,0,1,0.0,100.13,1
316,0,1,1,1,0,0,0,1,1,1,0.0,100.13000000000002,1
317,1,1,1,1,1,0,0,1,1,0,0.0,100.19000000000001,1
318,0,0,1,1,1,1,0,1,1,0,0.0,150.12,1
319,0,1,0,1,0,1,1,0,1,1,0.0,150.12,1
320,0,1,1,1,1,1,1,1,0,0,0.0,150.1799999999999,1
321,1,1,1,0,1,1,1,0,1,0,0.0,150.18,1
