,0,1,2,3,4,5,6,7,8,9,chain_break_fraction,energy,num_occurrences
127,0,1,0,0,0,1,0,1,1,0,0.0,-346.5586914050758,2
128,0,0,1,1,0,0,1,1,0,1,0.0,-345.7591077326151,1
129,1,1,0,0,0,1,1,1,0,1,0.0,-345.1227329256234,7
130,1,1,1,0,1,0,1,1,1,1,0.0,-345.1047931370638,2
131,1,1,1,1,1,0,0,1,1,1,0.0,-344.4555548832319,1
132,0,0,1,1,1,0,1,1,1,1,0.0,-344.21803720142486,1
133,1,1,0,1,0,1,1,0,1,1,0.0,-343.0112785043269,2
134,1,1,0,1,1,1,0,1,1,1,0.0,-342.9124241406013,1
135,1,1,0,1,1,1,0,0,1,0,0.0,-342.785127258279,2
136,0,1,1,1,0,0,1,1,0,1,0.0,-342.05185987972243,1
137,0,1,1,1,1,0,0,1,0,0,0.0,-341.81570863367443,1
138,1,1,0,1,1,0,1,1,0,0,0.0,-341.3216266672599,1
139,1,1,0,0,0,0,1,1,1,1,0.0,-341.12409293051576,1
140,0,1,0,0,1,1,1,1,0,0,0.0,-340.9218161448757,1
141,1,0,0,0,1,1,1,0,1,1,0.0,-340.6479661142273,1
142,0,1,1,1,1,0,1,1,1,1,0.0,-340.4907893485322,1
143,0,0,0,1,0,0,1,1,1,1,0.0,-340.21733699487686,2
144,0,1,0,1,1,1,1,1,1,1,0.0,-338.94765860590155,1
145,0,1,1,0,0,1,1,1,0,0,0.0,-337.54101254356675,1
146,1,0,1,0,0,1,1,0,1,1,0.0,-337.2671625129184,1
147,1,1,0,0,1,1,1,0,1,1,0.0,-336.9307182613346,3
148,1,1,0,1,0,1,1,1,0,0,0.0,-336.39769232332037,2
149,0,0,0,0,0,1,1,1,1,0,0.0,-335.69648965872125,4
150,0,1,1,1,1,1,0,1,1,0,0.0,-335.35070375854457,1
151,0,0,1,0,0,1,1,1,0,1,0.0,-334.7546131456832,3
152,1,1,1,1,1,1,1,0,0,0,0.0,-333.74744839676987,1
153,1,0,1,1,1,0,1,0,1,0,0.0,-333.46605625455504,1
154,1,1,1,0,1,1,0,1,1,1,0.0,-333.45106029630006,1
155,0,0,1,0,1,1,1,1,1,1,0.0,-333.2135426144929,2
156,0,0,1,0,0,0,1,1,1,1,0.0,-330.75597315057564,1
157,1,1,0,1,0,1,1,1,0,1,0.0,-329.89404507254415,1
158,1,1,0,1,1,1,0,1,0,0,0.0,-329.6678938264962,1
159,1,0,1,0,1,0,1,1,0,1,0.0,-329.0738634250752,1
160,1,0,0,0,1,1,1,1,0,1,0.0,-327.5307326824445,2
161,1,1,1,1,0,1,0,1,0,0,0.0,-326.2870902251873,1
162,1,1,0,1,0,0,1,0,1,0,0.0,-325.74810819511424,1
163,0,1,0,1,1,1,1,1,0,0,0.0,-325.7031282917965,1
164,1,0,0,1,1,1,1,0,1,1,0.0,-325.41927826114807,1
165,0,1,0,1,0,1,0,1,1,1,0.0,-324.85635630122033,1
166,1,1,1,1,0,0,1,0,0,1,0.0,-324.79623168207627,1
167,0,0,1,1,1,1,1,1,1,0,0.0,-324.4885020121899,1
168,1,1,0,0,1,1,1,0,0,0,0.0,-323.66618794722956,1
169,1,0,0,1,0,0,1,0,1,1,0.0,-322.9617087972307,1
170,1,1,0,0,0,1,0,0,1,1,0.0,-322.81941595665353,1
171,0,1,1,1,0,1,1,1,0,0,0.0,-322.32232469048745,1
172,1,0,0,0,0,1,1,0,1,0,0.0,-318.4408614610751,1
173,1,1,1,1,0,1,1,0,1,1,0.0,-318.3112268069465,1
174,1,0,1,1,1,0,1,0,0,0,0.0,-313.69787868967376,1
175,0,1,0,0,0,1,1,1,0,0,0.0,-312.2210642409472,1
176,0,1,1,0,1,1,1,1,0,1,0.0,-309.7381171967189,1
177,1,1,1,0,1,0,0,0,1,0,0.0,-309.55694585398885,1
178,0,0,1,0,1,0,1,1,1,1,0.0,-309.4567250545041,1
179,0,0,0,0,0,1,1,1,0,1,0.0,-309.43466484306373,1
180,1,1,0,1,1,1,1,0,0,0,0.0,-308.4475000941503,1
181,0,1,0,0,0,0,1,1,1,0,0.0,-308.22242424583965,1
182,1,0,0,0,0,1,1,1,0,0,0.0,-305.3236280292923,1
183,0,1,0,1,1,1,0,1,1,1,0.0,-303.5471082051488,1
184,0,0,1,1,0,0,1,1,0,0,0.0,-302.25275498339136,3
185,0,1,0,0,0,0,1,1,1,1,0.0,-301.7387769950634,1
186,1,1,1,1,0,1,1,0,0,1,0.0,-298.5630492420652,1
187,0,1,0,1,0,1,1,1,0,0,0.0,-297.012376387868,2
188,0,0,1,1,0,1,1,1,1,0,0.0,-295.8077501082614,1
189,0,0,0,1,0,1,1,1,0,1,0.0,-294.2259769899845,1
190,0,1,0,1,0,1,1,1,0,1,0.0,-290.5187291370918,1
191,0,1,1,1,1,0,1,0,1,0,0.0,-290.3734924662099,1
192,1,0,0,0,0,1,0,1,1,0,0.0,-289.67125519342096,1
193,1,1,0,0,0,1,1,0,0,1,0.0,-288.48178879252487,1
194,1,0,1,1,1,1,1,0,0,0,0.0,-287.47469624966254,1
195,0,0,1,0,0,0,1,1,1,0,0.0,-287.2496204013519,1
196,0,0,0,0,0,1,1,0,1,1,0.0,-272.5618982748465,1
197,0,0,0,1,1,0,1,1,0,1,0.0,-249.15991133392401,1
